#﻿MIN=0	-90	-90	-90
#MAX=113.137084989848	90	90	90
#SCALE=113.137084989848	45	45	45
#DEC=2	1	1	1
#DEF="Tiempo" t / s	"Angulo" &a_A1 / °	"Angulo" &a_B1 / °	"Angulo" &a_A1 / °
43.382	5.76	-2.34	6.66
43.435	0	-5.4	11.52
43.489	-6.3	-7.74	14.4
43.544	-12.42	-9.54	14.76
43.6	-16.92	-10.44	12.42
43.656	-19.08	-10.62	7.92
43.711	-18.72	-9.72	1.98
43.766	-15.84	-7.92	-4.32
43.825	-10.26	-5.22	-10.26
43.882	-3.6	-2.16	-14.04
43.944	3.6	1.08	-15.12
43.999	8.64	4.14	-13.68
44.053	11.88	6.84	-9.72
44.104	12.78	9	-4.32
44.158	11.34	10.62	2.16
44.209	7.92	11.34	8.28
44.263	2.7	11.34	13.14
44.315	-3.06	10.44	16.2
44.369	-9.18	8.82	16.74
44.424	-14.04	6.48	14.58
44.477	-16.92	3.78	10.26
44.533	-17.46	0.54	3.96
44.586	-15.66	-2.34	-2.88
44.643	-11.52	-5.4	-9.18
44.7	-5.76	-7.92	-14.22
44.759	0.36	-9.54	-16.2
44.813	5.4	-10.44	-15.66
44.869	9.18	-10.62	-12.42
44.926	10.62	-9.54	-6.84
44.982	9.72	-7.74	-0.18
45.039	6.3	-5.04	6.84
45.095	1.26	-1.98	12.06
45.151	-4.5	1.62	15.48
45.209	-10.08	4.68	16.2
45.262	-14.22	7.38	14.04
45.318	-16.38	9.72	9.9
45.371	-16.2	10.98	4.14
45.424	-13.68	11.7	-1.98
45.481	-9	11.34	-8.1
45.539	-3.24	10.08	-12.42
45.595	2.7	7.92	-14.4
45.649	7.56	5.4	-13.86
45.703	10.8	2.34	-10.98
45.755	11.7	-0.72	-6.12
45.812	10.26	-3.96	0
45.865	6.84	-6.66	5.76
45.917	1.8	-8.64	10.44
45.97	-4.14	-10.08	13.68
46.027	-10.44	-10.62	14.58
46.085	-15.3	-10.26	12.6
46.139	-18.18	-8.82	8.28
46.195	-18.54	-6.66	2.7
46.249	-16.2	-3.96	-3.42
46.306	-11.7	-0.9	-9
46.364	-5.4	2.34	-12.78
46.418	0.72	5.22	-14.4
46.472	6.48	7.74	-13.5
46.526	10.62	9.72	-10.26
46.581	12.78	10.98	-5.22
46.635	12.24	11.34	1.08
46.688	9.54	10.8	7.02
46.739	4.86	9.54	11.88
46.791	-0.54	7.74	15.12
46.845	-6.84	5.22	16.2
46.901	-12.24	2.16	14.4
46.954	-16.2	-0.72	10.08
47.01	-17.82	-3.78	4.14
47.065	-17.1	-6.3	-2.16
47.123	-13.5	-8.46	-9
47.183	-8.1	-9.9	-13.86
47.242	-1.8	-10.26	-16.02
47.3	3.96	-9.9	-15.3
47.356	8.28	-8.46	-11.7
47.414	10.62	-6.12	-6.12
47.471	10.44	-3.42	0.54
47.523	7.92	-0.54	6.66
47.575	3.78	2.52	11.7
47.628	-1.44	5.58	15.3
47.681	-6.66	7.92	16.38
47.736	-11.52	9.9	14.94
47.79	-14.76	11.16	11.16
47.845	-16.02	11.52	5.22
47.902	-14.76	10.8	-1.08
47.958	-11.34	9.36	-7.2
48.013	-6.48	7.02	-11.88
48.068	-0.72	4.14	-14.58
48.126	4.86	1.08	-14.4
48.18	8.64	-2.16	-11.7
48.237	10.62	-5.22	-6.84
48.293	10.26	-7.74	-0.9
48.349	7.38	-9.54	5.22
48.404	2.88	-10.44	10.26
48.456	-2.34	-10.62	13.5
48.512	-8.28	-9.72	14.4
48.568	-13.5	-7.92	12.78
48.623	-16.74	-5.4	8.82
48.678	-17.64	-2.34	3.24
48.735	-16.02	0.72	-2.52
48.791	-12.24	3.96	-8.28
48.848	-6.66	6.84	-12.06
48.902	-0.54	9	-13.86
48.958	5.4	10.62	-13.14
49.012	9.72	11.16	-9.9
49.067	12.24	11.16	-4.86
49.124	12.24	10.08	1.08
49.176	9.9	8.28	6.66
49.229	5.4	5.94	11.7
49.284	-0.18	3.06	14.76
49.339	-6.48	0	15.3
49.395	-12.06	-2.88	12.96
49.45	-16.2	-5.58	8.82
49.504	-18	-7.74	3.06
49.558	-17.46	-9.36	-3.42
49.617	-14.22	-10.08	-9.54
49.676	-9	-9.9	-14.22
49.738	-2.34	-8.64	-15.66
49.798	3.96	-6.48	-14.04
49.857	8.46	-3.96	-9.9
49.915	10.8	-0.9	-3.96
49.971	10.62	2.16	2.52
50.021	8.64	4.86	8.1
50.072	4.86	7.2	12.78
50.123	-0.36	9.36	16.02
50.179	-5.76	10.62	16.38
50.232	-10.62	11.16	14.4
50.285	-14.22	10.98	10.26
50.337	-15.84	9.9	4.68
50.39	-15.3	7.92	-1.8
50.45	-12.42	5.22	-8.1
50.505	-7.92	2.34	-12.6
50.559	-2.52	-0.72	-14.94
50.618	3.06	-3.78	-14.58
50.674	7.2	-6.66	-11.34
50.731	9.72	-8.82	-6.3
50.788	9.72	-10.08	0
50.842	7.56	-10.44	5.76
50.895	3.78	-10.08	10.62
50.949	-1.44	-8.64	13.86
51.006	-7.02	-6.3	14.4
51.065	-12.24	-3.24	12.24
51.121	-15.66	-0.18	8.28
51.175	-16.74	2.88	2.88
51.228	-15.66	5.76	-2.7
51.282	-12.42	8.28	-7.92
51.338	-7.2	10.08	-11.88
51.395	-1.26	11.16	-13.5
51.452	4.5	11.16	-12.6
51.505	8.82	10.44	-9.54
51.559	11.52	9	-4.68
51.613	11.7	6.66	1.08
51.664	9.9	4.14	6.66
51.718	5.94	1.26	10.98
51.769	0.9	-1.44	13.86
51.823	-5.04	-4.5	14.58
51.879	-10.98	-7.02	12.6
51.933	-15.3	-8.64	8.46
51.99	-17.82	-9.72	2.52
52.048	-17.64	-9.9	-3.96
52.107	-14.94	-9.18	-9.72
52.166	-9.9	-7.38	-13.86
52.226	-3.6	-5.04	-15.12
52.285	2.7	-2.16	-13.32
52.342	7.56	0.72	-9.72
52.397	10.62	3.6	-4.14
52.45	11.34	6.3	2.34
52.505	9.72	8.46	8.28
52.557	6.3	9.9	12.96
52.611	1.44	10.8	15.84
52.665	-4.14	10.8	16.2
52.72	-9.36	9.9	13.86
52.775	-13.68	8.28	9.36
52.828	-15.66	6.12	3.6
52.881	-15.84	3.42	-3.06
52.941	-13.32	0.36	-9
52.996	-9.18	-2.7	-13.32
53.056	-3.6	-5.76	-15.3
53.114	1.8	-7.92	-14.22
53.169	6.12	-9.54	-10.62
53.226	8.82	-10.08	-5.58
53.279	9.36	-10.08	0.36
53.331	7.92	-9.18	6.66
53.387	4.68	-7.38	11.16
53.44	-0.18	-4.68	14.22
53.501	-5.76	-1.62	14.58
53.557	-10.8	1.62	12.42
53.61	-14.04	4.5	8.28
53.664	-15.66	7.2	2.7
53.719	-15.12	9.36	-3.06
53.776	-12.06	10.8	-8.28
53.832	-7.56	11.16	-12.06
53.887	-2.16	10.8	-13.32
53.943	3.42	9.54	-12.42
53.997	7.74	7.56	-9.18
54.05	10.26	5.04	-4.5
54.104	10.98	2.16	0.9
54.154	9.36	-0.72	6.48
54.209	5.94	-3.6	10.98
54.263	0.9	-6.12	13.5
54.316	-4.86	-8.28	13.86
54.372	-10.26	-9.54	11.7
54.428	-14.76	-9.9	7.38
54.485	-17.28	-9.54	1.98
54.539	-17.28	-8.28	-3.96
54.595	-15.12	-6.3	-9.54
54.653	-10.62	-3.6	-13.14
54.71	-4.86	-0.72	-14.4
54.768	1.26	2.34	-13.14
54.82	6.3	5.04	-9.72
54.874	9.72	7.2	-4.32
54.93	11.34	9.18	1.98
54.983	10.62	10.26	7.56
55.035	7.92	10.62	12.24
55.085	3.78	10.26	15.12
55.138	-1.26	9.18	15.84
55.19	-6.66	7.56	14.22
55.244	-11.52	5.22	10.26
55.299	-14.94	2.34	4.5
55.353	-16.2	-0.36	-1.8
55.411	-15.12	-3.42	-8.1
55.469	-11.88	-6.12	-12.96
55.53	-6.66	-8.28	-15.3
55.591	-0.9	-9.54	-14.4
55.652	4.32	-9.9	-10.8
55.709	7.92	-9.36	-5.58
55.765	9.18	-7.92	0.9
55.818	8.64	-5.94	6.66
55.872	5.76	-3.24	11.52
55.927	1.8	-0.36	14.4
55.983	-3.42	2.88	14.94
56.039	-8.46	5.76	12.96
56.093	-12.24	8.1	8.82
56.147	-14.58	9.9	3.42
56.201	-14.76	10.8	-2.34
56.258	-12.78	10.98	-8.1
56.317	-8.82	10.08	-12.06
56.375	-3.6	8.28	-13.5
56.43	1.62	6.12	-12.6
56.483	5.76	3.42	-9.72
56.536	8.82	0.36	-4.86
56.592	9.9	-2.52	0.9
56.645	8.82	-5.22	6.3
56.699	5.76	-7.56	10.62
56.753	1.26	-9.18	13.14
56.804	-3.6	-9.9	13.5
56.86	-9	-9.9	11.34
56.918	-13.68	-8.82	7.02
56.975	-16.2	-7.2	1.62
57.03	-16.56	-4.68	-4.14
57.089	-14.4	-1.62	-9.72
57.15	-10.08	1.62	-12.78
57.206	-4.5	4.5	-13.68
57.262	1.26	7.02	-12.06
57.317	6.12	8.82	-8.28
57.37	9.54	10.08	-3.24
57.425	10.98	10.62	3.06
57.478	10.44	10.26	8.46
57.53	7.92	9.36	12.6
57.583	3.6	7.74	14.94
57.634	-1.44	5.4	15.12
57.687	-6.84	2.88	12.96
57.74	-11.52	0.18	8.82
57.792	-14.94	-2.34	3.06
57.848	-16.38	-5.04	-3.06
57.906	-15.66	-7.2	-9
57.963	-12.42	-8.82	-13.32
58.022	-7.74	-9.54	-15.12
58.082	-1.98	-9.36	-13.86
58.141	3.42	-8.28	-10.26
58.197	7.2	-6.48	-4.5
58.256	9.18	-3.96	1.8
58.309	9	-1.44	7.38
58.362	6.66	1.62	11.88
58.413	3.24	4.14	14.58
58.466	-1.26	6.84	15.3
58.52	-6.3	8.82	13.32
58.575	-10.44	10.26	9.36
58.629	-13.32	10.8	3.96
58.681	-14.4	10.62	-1.44
58.736	-13.5	9.54	-7.2
58.792	-10.8	7.74	-11.52
58.848	-6.48	5.22	-13.5
58.903	-1.44	2.34	-13.14
58.961	3.42	-0.72	-10.26
59.016	6.84	-3.6	-5.76
59.071	8.82	-6.3	0
59.126	8.64	-8.28	5.4
59.179	6.48	-9.54	9.9
59.234	2.88	-10.08	12.78
59.287	-2.16	-9.54	13.32
59.346	-7.56	-8.1	11.34
59.403	-11.88	-5.94	7.38
59.458	-14.94	-3.24	1.8
59.517	-15.84	-0.18	-3.78
59.575	-14.22	2.88	-8.82
59.63	-10.8	5.58	-12.06
59.687	-5.76	7.92	-13.14
59.742	-0.36	9.54	-11.7
59.798	4.68	10.44	-8.46
59.85	8.28	10.62	-3.6
59.905	10.44	9.72	2.52
59.96	10.44	8.28	7.74
60.012	8.28	6.3	11.7
60.062	4.68	4.14	14.04
60.112	0	1.44	14.4
60.164	-5.04	-1.26	12.42
60.22	-10.26	-3.96	8.28
60.278	-14.4	-6.48	2.52
60.334	-16.38	-8.1	-3.42
60.392	-15.84	-9.18	-9.36
60.45	-13.32	-9.36	-13.32
60.509	-8.64	-8.64	-14.76
60.567	-3.24	-7.2	-13.5
60.623	2.16	-5.04	-9.72
60.682	6.66	-2.34	-4.14
60.741	9.18	0.54	2.16
60.794	9.36	3.24	7.56
60.844	7.92	5.58	12.06
60.898	4.86	7.74	14.76
60.947	0.72	9.18	15.3
60.997	-3.78	10.26	13.68
61.052	-8.46	10.44	10.08
61.103	-11.88	9.9	5.04
61.155	-14.04	8.82	-0.72
61.211	-14.22	6.66	-6.48
61.266	-12.42	4.14	-10.98
61.32	-9	1.44	-13.5
61.378	-4.32	-1.62	-13.5
61.437	0.72	-4.5	-10.98
61.495	5.04	-7.02	-6.3
61.554	7.56	-8.82	-0.54
61.61	8.28	-9.72	5.22
61.664	6.84	-9.9	9.72
61.717	3.78	-9	12.6
61.771	-0.36	-7.38	13.5
61.826	-5.22	-4.86	11.7
61.883	-9.9	-1.98	7.92
61.942	-13.32	1.08	2.7
61.996	-14.76	3.96	-2.52
62.051	-14.22	6.48	-7.56
62.107	-11.52	8.64	-11.16
62.162	-7.38	10.08	-12.6
62.221	-2.16	10.62	-11.52
62.276	2.88	10.26	-8.64
62.33	6.84	9.18	-3.96
62.385	9.36	7.38	1.26
62.436	9.9	5.22	6.48
62.488	8.64	2.52	10.62
62.542	5.4	-0.18	13.32
62.597	0.72	-2.88	13.68
62.648	-4.14	-5.4	11.88
62.706	-9.54	-7.38	7.74
62.762	-13.5	-8.64	2.52
62.817	-15.84	-9.18	-3.6
62.877	-16.02	-9	-9.18
62.935	-13.86	-7.92	-12.78
62.993	-9.54	-5.94	-14.22
63.051	-4.32	-3.42	-12.78
63.109	1.26	-0.72	-9.18
63.167	5.76	1.98	-3.78
63.224	8.64	4.68	2.34
63.277	9.72	6.84	7.92
63.33	8.64	8.64	12.24
63.381	5.94	9.72	14.76
63.433	1.98	10.08	15.3
63.484	-2.52	9.9	13.32
63.541	-7.56	8.82	9.36
63.593	-11.34	7.2	4.14
63.647	-13.86	5.04	-1.8
63.702	-14.4	2.34	-7.38
63.758	-12.96	-0.36	-11.88
63.815	-9.72	-3.42	-14.04
63.876	-5.04	-5.94	-13.5
63.935	0	-8.1	-10.44
63.992	4.14	-9.18	-5.4
64.048	6.84	-9.54	0.36
64.101	7.74	-9.18	5.76
64.154	7.02	-7.92	10.26
64.208	4.5	-5.94	12.96
64.26	0.72	-3.6	13.68
64.315	-3.6	-0.72	11.88
64.371	-8.1	2.34	8.46
64.425	-11.52	5.04	3.6
64.478	-13.5	7.38	-1.62
64.531	-13.68	9.18	-6.66
64.588	-11.88	10.26	-10.62
64.643	-8.64	10.62	-12.24
64.698	-4.14	9.9	-11.88
64.752	0.54	8.64	-9.36
64.806	4.68	6.66	-5.22
64.861	7.74	3.96	0.18
64.913	8.82	1.26	5.04
64.966	8.28	-1.44	9.72
65.021	5.94	-3.96	12.42
65.074	1.98	-6.3	13.14
65.13	-2.88	-8.1	11.7
65.184	-7.92	-9.18	7.74
65.242	-12.24	-9.36	2.7
65.301	-14.94	-8.64	-3.06
65.358	-15.48	-7.02	-8.46
65.417	-13.86	-4.86	-12.24
65.476	-10.08	-1.98	-13.5
65.536	-5.04	0.9	-12.24
65.594	0.36	3.6	-8.64
65.647	4.86	5.94	-3.78
65.703	7.92	7.92	2.16
65.755	9.54	9.18	7.38
65.806	9.18	9.72	11.52
65.856	7.2	9.9	14.22
65.908	3.6	9.18	14.94
65.96	-0.72	7.92	13.32
66.015	-5.58	5.94	9.54
66.071	-10.08	3.6	4.14
66.124	-13.14	1.08	-1.44
66.179	-14.58	-1.62	-7.2
66.237	-13.86	-4.32	-11.7
66.296	-11.34	-6.66	-14.04
66.355	-7.02	-8.28	-13.5
66.413	-2.16	-9	-10.62
66.47	2.34	-9.18	-5.76
66.527	5.76	-8.28	-0.18
66.583	7.56	-6.66	5.76
66.636	7.38	-4.68	10.08
66.688	5.58	-2.16	12.96
66.743	2.34	0.54	13.86
66.795	-1.44	3.42	12.6
66.85	-5.76	5.94	9.18
66.902	-9.36	7.92	4.68
66.954	-12.06	9.54	-0.54
67.011	-13.14	10.26	-5.94
67.067	-12.24	10.26	-10.08
67.123	-9.72	9.36	-12.06
67.178	-5.94	7.74	-12.06
67.234	-1.44	5.4	-9.72
67.289	2.7	2.7	-5.76
67.343	5.94	0	-0.9
67.395	7.74	-2.7	4.32
67.448	7.74	-5.22	8.64
67.5	6.12	-7.2	11.7
67.552	3.06	-8.64	12.78
67.605	-1.08	-9.36	11.7
67.66	-5.76	-9.36	8.64
67.715	-9.9	-8.28	4.14
67.769	-12.96	-6.66	-1.26
67.828	-14.58	-4.32	-6.84
67.888	-14.04	-1.44	-10.8
67.945	-11.52	1.26	-12.6
67.998	-7.38	3.96	-12.42
68.056	-2.52	6.48	-9.72
68.112	2.34	8.1	-5.58
68.163	5.76	9.36	-0.36
68.217	8.46	9.9	5.22
68.269	9.18	9.54	9.72
68.321	8.28	8.82	12.96
68.375	5.58	7.38	14.4
68.424	1.8	5.4	13.68
68.479	-2.88	3.06	10.8
68.529	-7.2	0.54	6.3
68.583	-11.16	-1.98	0.54
68.639	-13.86	-4.32	-5.04
68.696	-14.58	-6.48	-10.26
68.757	-13.32	-8.1	-13.32
68.813	-10.08	-8.82	-14.04
68.873	-5.58	-8.64	-12.06
68.929	-0.9	-7.92	-7.74
68.988	3.6	-6.12	-2.16
69.045	6.48	-3.96	3.78
69.099	7.56	-1.62	8.82
69.155	7.02	1.26	12.42
69.207	4.86	3.6	14.04
69.257	1.62	5.94	13.68
69.31	-2.34	7.92	11.16
69.364	-6.48	9.36	6.84
69.417	-9.72	10.08	1.8
69.47	-12.06	9.9	-3.42
69.525	-12.78	9.18	-8.28
69.58	-11.7	7.56	-11.52
69.636	-8.82	5.22	-12.6
69.694	-5.04	2.52	-11.16
69.75	-0.72	-0.36	-7.56
69.809	3.42	-3.24	-2.7
69.865	5.94	-5.76	2.7
69.92	7.02	-7.56	7.38
69.974	6.3	-8.82	10.8
70.028	4.14	-9.36	12.42
70.08	0.72	-9	12.06
70.132	-3.24	-7.92	9.54
70.188	-7.56	-5.94	5.22
70.247	-11.16	-3.42	-0.18
70.307	-13.32	-0.54	-5.4
70.363	-13.5	2.16	-9.54
70.418	-11.88	4.86	-11.88
70.474	-8.64	7.02	-12.06
70.531	-4.14	8.82	-9.9
70.587	0.54	9.72	-5.94
70.643	4.68	9.72	-0.72
70.698	7.38	9.18	4.5
70.752	8.64	7.92	9.18
70.804	7.92	6.12	12.24
70.855	5.76	3.96	13.68
70.907	2.34	1.44	13.14
70.959	-1.8	-1.08	10.26
71.014	-6.66	-3.6	5.58
71.071	-10.8	-5.76	0
71.126	-13.5	-7.2	-5.4
71.182	-14.58	-8.28	-10.08
71.239	-13.68	-8.64	-12.96
71.294	-10.98	-8.1	-13.68
71.35	-7.2	-6.84	-11.88
71.408	-2.34	-5.04	-7.74
71.466	2.16	-2.7	-2.52
71.522	5.58	-0.36	3.24
71.575	7.38	2.16	8.1
71.628	7.74	4.5	11.88
71.678	6.3	6.48	13.86
71.729	3.6	8.1	14.04
71.779	0.36	9.18	12.24
71.828	-3.42	9.54	8.64
71.88	-7.2	9.54	3.78
71.934	-10.44	8.46	-1.62
71.99	-12.24	7.02	-6.84
72.046	-12.42	4.68	-10.62
72.101	-10.8	2.34	-12.6
72.156	-7.92	-0.54	-12.24
72.214	-3.78	-3.24	-9.36
72.276	0.54	-5.76	-4.68
72.334	3.78	-7.56	0.72
72.388	5.76	-8.64	5.76
72.442	6.3	-9	9.72
72.495	5.22	-8.64	11.88
72.548	2.7	-7.38	12.42
72.601	-0.72	-5.58	10.62
72.656	-4.68	-3.06	6.84
72.714	-8.64	-0.36	1.98
72.77	-11.34	2.52	-2.88
72.824	-12.6	5.04	-7.38
72.88	-12.24	7.2	-10.44
72.934	-10.26	8.82	-11.7
72.991	-6.66	9.72	-10.62
73.047	-2.52	9.72	-7.74
73.102	1.62	9.18	-3.42
73.156	5.04	7.74	1.62
73.209	7.2	5.76	6.3
73.26	7.74	3.6	10.08
73.312	6.84	1.26	12.42
73.361	4.5	-1.08	12.96
73.415	0.9	-3.6	11.34
73.469	-3.42	-5.76	7.74
73.523	-7.56	-7.2	3.06
73.577	-11.16	-8.28	-2.52
73.637	-13.68	-8.46	-7.74
73.694	-14.04	-7.92	-11.34
73.749	-12.6	-6.66	-13.14
73.808	-9.36	-4.68	-12.24
73.869	-4.86	-2.16	-9
73.928	0	0.36	-4.5
73.983	3.6	2.7	0.9
74.034	6.3	4.86	6.12
74.086	7.74	6.66	10.44
74.138	7.38	8.1	13.14
74.191	5.58	9	14.04
74.243	2.7	9.36	12.96
74.295	-1.08	9	9.72
74.347	-5.04	7.92	5.04
74.402	-8.82	6.12	-0.36
74.458	-11.52	4.14	-5.4
74.512	-12.6	1.62	-9.72
74.567	-12.06	-0.9	-12.42
74.625	-9.9	-3.6	-12.6
74.685	-6.3	-5.94	-10.26
74.745	-1.98	-7.74	-5.76
74.805	1.8	-8.64	-0.54
74.862	4.5	-8.64	4.68
74.915	5.76	-8.1	9
74.971	5.58	-6.66	11.7
75.025	3.78	-4.68	12.42
75.08	0.9	-2.16	11.16
75.133	-2.52	0.36	8.1
75.184	-6.12	3.06	3.6
75.239	-9.18	5.4	-1.08
75.296	-11.34	7.56	-5.76
75.351	-11.7	9	-9.36
75.408	-10.62	9.72	-11.16
75.464	-8.1	9.54	-10.8
75.517	-4.68	8.82	-8.64
75.571	-0.9	7.2	-4.68
75.628	2.88	5.22	0
75.678	5.4	2.88	4.5
75.729	6.66	0.36	8.64
75.782	6.48	-2.16	11.34
75.836	4.86	-4.5	12.24
75.89	1.98	-6.3	11.16
75.945	-1.98	-7.92	7.92
76	-6.12	-8.46	3.24
76.057	-9.9	-8.46	-1.62
76.114	-12.42	-7.38	-6.84
76.172	-13.32	-5.76	-10.62
76.23	-12.42	-3.6	-12.42
76.288	-9.9	-1.08	-11.7
76.346	-5.94	1.44	-9
76.401	-1.62	3.96	-4.68
76.459	2.52	5.94	0.72
76.511	5.4	7.56	5.76
76.563	7.2	8.64	10.08
76.616	7.56	9	12.78
76.667	6.3	9	13.68
76.718	3.78	8.28	12.78
76.772	0.18	6.84	9.9
76.822	-3.6	5.22	5.58
76.876	-7.38	3.06	0.54
76.927	-10.44	0.72	-4.5
76.982	-12.42	-1.62	-9.18
77.04	-12.6	-4.14	-12.06
77.098	-11.16	-6.12	-12.78
77.157	-8.1	-7.56	-10.98
77.214	-4.32	-8.28	-7.2
77.271	-0.54	-8.28	-1.98
77.328	2.88	-7.38	3.24
77.381	5.04	-6.12	7.56
77.433	5.76	-4.14	10.8
77.487	5.22	-1.8	12.42
77.54	3.24	0.54	12.06
77.59	0.54	2.88	10.08
77.641	-2.7	5.22	6.48
77.694	-6.12	7.2	1.8
77.747	-8.82	8.64	-2.88
77.801	-10.8	9.54	-6.84
77.855	-11.16	9.54	-9.9
77.911	-10.08	8.82	-11.16
77.966	-7.74	7.38	-10.08
78.023	-4.32	5.4	-7.38
78.077	-0.72	2.88	-3.06
78.133	2.52	0.36	1.62
78.185	4.86	-2.16	6.12
78.239	5.76	-4.5	9.72
78.296	5.22	-6.48	11.52
78.349	3.42	-7.74	11.34
78.404	0.36	-8.46	9.36
78.458	-3.24	-8.46	5.58
78.513	-7.02	-7.56	0.72
78.571	-10.08	-5.94	-4.32
78.63	-12.06	-3.6	-8.64
78.69	-12.42	-1.08	-11.16
78.747	-10.8	1.62	-11.7
78.802	-7.92	4.14	-9.72
78.86	-4.14	6.3	-6.3
78.915	-0.18	7.74	-1.44
78.972	3.6	8.82	3.78
79.024	5.94	9	7.92
79.075	7.2	8.82	11.34
79.128	6.84	7.92	12.96
79.179	5.04	6.48	12.78
79.232	2.16	4.5	10.62
79.283	-1.44	2.34	7.02
79.336	-5.22	0.18	2.34
79.387	-8.64	-2.16	-3.06
79.446	-11.52	-4.32	-7.92
79.505	-12.78	-6.3	-11.34
79.563	-12.24	-7.56	-12.6
79.624	-9.9	-8.1	-11.34
79.681	-6.3	-7.74	-7.74
79.741	-2.16	-6.66	-2.88
79.798	1.62	-5.22	2.34
79.853	4.32	-3.06	7.2
79.909	5.76	-0.72	10.62
79.962	5.76	1.8	12.42
80.015	4.5	3.96	12.42
80.067	1.98	6.12	10.44
80.118	-1.08	7.74	6.84
80.172	-4.5	8.82	2.34
80.227	-7.74	9.36	-2.7
80.284	-10.08	9	-7.02
80.34	-10.98	8.1	-10.08
80.396	-10.44	6.3	-11.16
80.45	-8.46	4.14	-10.26
80.504	-5.76	1.62	-7.56
80.559	-2.34	-0.9	-3.24
80.617	1.08	-3.42	1.62
80.671	3.6	-5.58	5.76
80.72	4.86	-7.2	9
80.774	5.04	-8.1	10.98
80.827	3.78	-8.46	11.16
80.88	1.44	-8.28	9.54
80.931	-1.62	-7.02	6.12
80.989	-5.22	-5.22	1.8
81.042	-8.28	-3.06	-3.06
81.101	-10.8	-0.36	-7.38
81.159	-11.7	2.34	-10.08
81.216	-10.98	4.68	-10.98
81.27	-9	6.66	-9.9
81.325	-5.76	8.1	-6.84
81.382	-1.98	9	-2.7
81.436	1.62	9.18	1.98
81.487	4.32	8.64	6.48
81.538	6.12	7.56	9.9
81.59	6.66	5.94	12.06
81.643	5.76	3.96	12.42
81.694	3.6	1.62	10.98
81.747	0.36	-0.54	7.74
81.801	-3.6	-2.88	3.06
81.857	-7.38	-5.04	-2.16
81.916	-10.62	-6.66	-7.2
81.976	-12.42	-7.56	-10.8
82.035	-12.42	-7.92	-12.24
82.097	-10.62	-7.38	-11.16
82.156	-7.38	-5.94	-7.74
82.217	-3.24	-3.96	-2.88
82.276	0.72	-1.8	2.34
82.331	3.6	0.54	6.84
82.383	5.58	2.88	10.44
82.436	6.12	4.86	12.24
82.487	5.4	6.66	12.6
82.538	3.42	7.92	10.8
82.592	0.54	8.82	7.74
82.644	-2.7	9	3.42
82.694	-5.94	8.64	-1.26
82.75	-8.82	7.56	-5.94
82.806	-10.62	5.76	-9.36
82.862	-10.98	3.6	-10.98
82.917	-9.9	1.08	-10.8
82.972	-7.74	-1.44	-8.46
83.03	-4.32	-4.14	-4.14
83.091	-0.72	-6.3	0.9
83.149	2.16	-7.56	5.22
83.201	4.14	-8.28	8.64
83.255	4.68	-8.28	10.62
83.307	4.14	-7.74	10.98
83.36	2.34	-6.3	9.54
83.414	-0.36	-4.32	6.12
83.47	-3.78	-1.8	1.62
83.527	-7.02	0.72	-2.7
83.582	-9.36	3.24	-6.48
83.637	-10.8	5.58	-9.36
83.691	-10.8	7.38	-10.44
83.745	-9.36	8.64	-9.72
83.799	-6.66	9.18	-7.2
83.855	-3.42	9	-3.24
83.911	0.18	8.28	1.26
83.962	2.88	6.84	5.4
84.012	5.04	5.04	9
84.065	5.94	2.88	11.16
84.116	5.58	0.54	11.88
84.17	3.78	-1.8	10.44
84.224	0.9	-3.96	7.2
84.279	-2.7	-5.94	2.88
84.336	-6.48	-7.2	-2.34
84.395	-9.72	-7.74	-7.02
84.454	-11.88	-7.74	-10.44
84.512	-12.42	-6.84	-11.88
84.569	-11.16	-5.4	-11.16
84.625	-8.64	-3.42	-8.46
84.681	-5.04	-1.08	-3.78
84.74	-1.08	1.26	1.08
84.793	2.16	3.42	5.58
84.845	4.68	5.4	9.36
84.897	6.12	6.84	11.88
84.946	6.3	7.92	12.6
84.997	5.04	8.64	11.7
85.046	2.88	8.82	9.18
85.098	-0.18	8.28	5.22
85.153	-3.78	7.02	0.54
85.206	-7.02	5.4	-4.32
85.265	-9.72	3.24	-8.28
85.32	-11.16	0.9	-10.8
85.374	-11.16	-1.44	-11.16
85.431	-9.54	-3.96	-9.54
85.491	-6.84	-5.94	-5.94
85.551	-3.24	-7.38	-0.9
85.612	0.36	-8.1	3.78
85.665	2.7	-8.1	7.56
85.717	4.32	-7.2	10.08
85.771	4.68	-5.94	10.98
85.825	3.6	-3.96	10.08
85.878	1.62	-1.62	7.56
85.932	-1.26	0.9	3.78
85.988	-4.5	3.42	-0.54
86.043	-7.38	5.76	-4.68
