#﻿MIN=0	-90	-90	-90
#MAX=56.5685424949238	90	90	90
#SCALE=56.5685424949238	45	45	45
#DEC=2	1	1	1
#DEF="Tiempo" t / s	"Angulo" &a_A1 / °	"Angulo" &a_B1 / °	"Angulo" &a_A1 / °
43.718	-0.54	0	13.14
43.774	1.98	-0.36	11.34
43.831	3.96	-0.9	7.74
43.885	5.04	-1.08	3.06
43.942	5.22	-1.26	-2.16
44.001	4.14	-1.44	-6.84
44.058	1.98	-1.44	-10.08
44.116	-0.54	-1.26	-11.16
44.174	-3.06	-0.9	-10.26
44.231	-4.86	-0.72	-7.02
44.289	-5.76	-0.36	-2.34
44.347	-5.22	-0.18	2.88
44.403	-3.78	0	7.38
44.457	-1.44	0.18	10.98
44.512	1.08	0.36	12.96
44.564	3.42	0.36	13.14
44.616	5.04	0.54	11.52
44.667	5.76	0.54	8.1
44.722	5.58	0.54	3.78
44.773	4.32	0.54	-0.72
44.828	2.16	0.36	-5.4
44.879	-0.18	0.36	-9
44.935	-2.7	0.18	-10.8
44.987	-4.5	0	-10.98
45.041	-5.58	-0.36	-9
45.098	-5.4	-0.72	-5.22
45.156	-4.14	-0.9	0
45.213	-2.16	-1.26	5.04
45.271	0.54	-1.44	9.36
45.325	2.7	-1.44	12.24
45.379	4.32	-1.44	13.14
45.432	5.04	-1.26	12.42
45.487	4.86	-0.9	9.72
45.539	3.6	-0.54	5.76
45.594	1.62	-0.18	0.9
45.646	-0.54	0.36	-3.78
45.702	-2.88	0.72	-7.92
45.759	-4.32	0.9	-10.44
45.815	-5.04	1.08	-11.16
45.869	-4.5	1.08	-9.72
45.924	-3.24	0.9	-6.66
45.977	-1.08	0.54	-2.16
46.035	1.44	0.36	2.88
46.086	3.42	0	7.02
46.138	4.86	-0.36	10.98
46.196	5.22	-0.72	12.96
46.252	4.68	-1.08	12.96
46.306	3.06	-1.26	10.8
46.362	0.9	-1.26	7.2
46.415	-1.62	-1.26	2.52
46.471	-3.78	-1.08	-2.7
46.533	-5.22	-0.9	-7.38
46.593	-5.58	-0.72	-10.26
46.651	-4.68	-0.54	-11.16
46.71	-2.52	-0.36	-9.54
46.77	0.18	-0.18	-6.12
46.828	2.7	0	-1.62
46.883	4.5	0.18	3.24
46.933	5.4	0.36	7.38
46.984	5.58	0.36	10.98
47.038	4.5	0.54	12.78
47.091	2.7	0.54	12.96
47.143	0.54	0.54	11.34
47.194	-1.62	0.54	8.1
47.247	-3.6	0.36	3.6
47.303	-4.86	0.18	-1.26
47.359	-5.22	0	-5.76
47.413	-4.32	-0.36	-9.36
47.474	-2.52	-0.72	-10.98
47.532	-0.18	-1.08	-10.26
47.593	2.34	-1.44	-7.38
47.65	3.96	-1.44	-3.24
47.707	4.86	-1.44	1.8
47.761	4.5	-1.26	6.48
47.816	3.24	-1.08	10.26
47.868	1.44	-0.72	12.6
47.923	-0.72	-0.36	12.96
47.979	-2.88	0	11.52
48.032	-4.32	0.36	8.46
48.085	-4.86	0.72	4.14
48.137	-4.68	0.9	-0.54
48.192	-3.42	0.9	-5.04
48.247	-1.26	0.9	-8.64
48.301	1.08	0.72	-10.62
48.357	3.06	0.54	-10.8
48.408	4.5	0.18	-9.18
48.461	5.22	0	-5.94
48.515	5.04	-0.36	-1.26
48.57	3.6	-0.54	3.6
48.624	1.62	-0.72	7.92
48.678	-0.72	-0.9	11.34
48.735	-3.06	-1.08	12.96
48.791	-4.68	-1.08	12.42
48.847	-5.58	-1.08	9.9
48.902	-5.22	-1.08	5.94
48.957	-3.78	-0.9	1.08
49.015	-1.62	-0.9	-3.78
49.073	0.9	-0.72	-7.92
49.13	3.24	-0.36	-10.44
49.186	4.68	-0.18	-10.8
49.242	5.22	0	-9.54
49.294	4.86	0.36	-6.48
49.347	3.42	0.54	-2.34
49.399	1.44	0.72	2.34
49.45	-0.72	0.72	6.84
49.503	-2.7	0.9	10.62
49.558	-4.14	0.72	12.6
49.612	-4.86	0.54	12.78
49.666	-4.5	0.18	11.16
49.721	-3.24	-0.18	7.56
49.779	-1.26	-0.54	2.88
49.835	1.08	-0.9	-1.8
49.891	2.88	-1.08	-6.3
49.947	4.32	-1.44	-9.36
50.002	4.68	-1.44	-10.8
50.059	3.96	-1.44	-10.26
50.113	2.52	-1.26	-7.74
50.167	0.54	-1.08	-3.6
50.226	-1.98	-0.72	1.44
50.282	-3.78	-0.36	6.3
50.339	-4.86	0	10.08
50.392	-4.86	0.36	12.42
50.445	-3.96	0.54	12.96
50.499	-2.34	0.54	11.7
50.551	-0.36	0.54	8.82
50.603	1.8	0.54	4.86
50.655	3.78	0.54	0.36
50.706	4.86	0.54	-3.96
50.761	5.22	0.36	-7.74
50.813	4.68	0.18	-10.26
50.868	3.06	0	-10.8
50.92	1.08	-0.18	-9.36
50.978	-1.44	-0.36	-6.12
51.034	-3.6	-0.54	-1.44
51.093	-4.86	-0.9	3.6
51.149	-5.22	-0.9	8.1
51.206	-4.5	-1.08	11.34
51.264	-2.7	-1.26	12.78
51.322	-0.54	-1.26	12.06
51.38	1.98	-1.08	9.54
51.433	3.6	-0.9	5.58
51.488	4.68	-0.72	0.9
51.542	4.68	-0.36	-3.78
51.598	3.78	0	-7.74
51.655	2.16	0.36	-10.08
51.709	0	0.72	-10.8
51.763	-1.98	0.9	-9.36
51.819	-3.6	0.9	-6.12
51.877	-4.32	0.9	-1.62
51.934	-4.32	0.72	3.24
51.986	-3.24	0.54	7.56
52.042	-1.44	0.18	10.98
52.096	0.54	-0.18	12.6
52.148	2.34	-0.54	12.6
52.202	3.78	-0.9	10.62
52.254	4.5	-1.08	7.38
52.307	4.32	-1.26	2.7
52.361	3.24	-1.26	-1.62
52.414	1.62	-1.26	-5.76
52.466	-0.54	-1.08	-9.18
52.524	-2.7	-0.9	-10.8
52.583	-4.32	-0.72	-10.08
52.642	-4.86	-0.36	-7.38
52.699	-4.5	-0.18	-3.06
52.758	-3.06	0.18	1.8
52.811	-1.08	0.18	6.3
52.865	1.08	0.36	10.08
52.918	3.06	0.36	12.24
52.967	4.32	0.54	12.78
53.018	5.04	0.54	11.88
53.069	4.86	0.54	9.18
53.122	3.78	0.36	5.4
53.175	1.98	0.36	0.72
53.228	0	0.18	-3.42
53.279	-2.16	0	-7.56
53.335	-3.78	-0.18	-10.08
53.395	-4.68	-0.36	-10.62
53.454	-4.5	-0.72	-8.82
53.515	-3.42	-0.9	-5.04
53.574	-1.44	-1.26	-0.18
53.634	0.9	-1.26	4.86
53.69	2.7	-1.26	9
53.744	3.96	-1.26	11.7
53.799	4.32	-1.08	12.6
53.852	3.78	-0.72	11.88
53.908	2.52	-0.36	9.18
53.963	0.72	0	5.4
54.015	-1.08	0.36	0.72
54.07	-2.88	0.72	-3.78
54.127	-3.96	0.9	-7.74
54.182	-4.14	0.9	-10.08
54.238	-3.6	0.9	-10.62
54.291	-1.98	0.72	-9
54.35	-0.18	0.54	-5.76
54.406	1.98	0.18	-1.62
54.46	3.42	-0.18	3.42
54.515	4.32	-0.54	7.74
54.571	4.32	-0.9	10.98
54.624	3.42	-1.08	12.6
54.678	1.8	-1.08	12.24
54.734	-0.18	-1.26	9.9
54.791	-2.34	-1.08	6.12
54.847	-3.96	-1.08	1.26
54.904	-4.68	-0.9	-3.6
54.964	-4.5	-0.72	-7.56
55.023	-3.42	-0.36	-10.08
55.083	-1.44	-0.18	-10.44
55.142	0.9	0	-8.82
55.196	2.88	0.18	-5.58
55.249	4.14	0.36	-1.44
55.303	4.86	0.36	3.24
55.355	4.5	0.54	7.38
55.405	3.42	0.54	10.44
55.456	1.8	0.54	12.42
55.51	-0.18	0.54	12.42
55.564	-2.16	0.54	10.62
55.618	-3.6	0.36	7.38
55.672	-4.32	0	3.06
55.726	-4.32	-0.18	-1.98
55.787	-3.06	-0.54	-6.48
55.847	-1.26	-0.9	-9.54
55.907	0.72	-1.26	-10.62
55.963	2.52	-1.26	-9.54
56.02	3.78	-1.44	-6.66
56.077	4.14	-1.26	-2.34
56.133	3.42	-1.08	2.52
56.189	2.16	-0.9	7.02
56.243	0.36	-0.54	10.44
